<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.07.24	13:00:00	468.00	470.50	466.50	469.50	346	0	450
2018.07.24	14:00:00	470.00	474.00	468.50	472.50	474	0	450
2018.07.24	15:00:00	472.50	475.00	466.50	469.00	628	0	401
2018.07.24	16:00:00	469.00	478.49	468.00	476.50	380	0	401
2018.07.24	17:00:00	476.50	481.00	468.00	470.50	526	0	450
2018.07.24	18:00:00	471.00	472.50	468.00	472.50	287	0	450
2018.07.24	19:00:00	472.00	473.00	468.00	469.50	237	0	450
2018.07.24	20:00:00	470.00	475.00	469.50	471.50	388	0	450
2018.07.24	21:00:00	471.50	475.00	470.50	474.00	277	0	450
2018.07.24	22:00:00	474.50	475.50	472.50	473.50	385	0	450
2018.07.24	23:00:00	473.50	473.50	469.00	470.00	305	0	450
2018.07.25	00:00:00	470.69	473.21	469.00	472.00	104	0	389
2018.07.25	01:00:00	472.00	475.50	472.00	474.00	283	0	450
2018.07.25	02:00:00	474.00	477.50	473.00	476.50	475	0	450
2018.07.25	03:00:00	476.00	482.00	475.50	476.50	497	0	450
2018.07.25	04:00:00	476.50	479.50	475.50	479.00	372	0	450
2018.07.25	05:00:00	479.50	479.50	474.00	475.50	364	0	450
2018.07.25	06:00:00	475.00	477.50	473.00	476.50	225	0	450
2018.07.25	07:00:00	477.00	481.50	475.50	481.50	304	0	450
2018.07.25	08:00:00	481.00	482.50	480.00	481.00	310	0	450
2018.07.25	09:00:00	481.00	481.00	474.50	477.00	270	0	450
2018.07.25	10:00:00	477.00	478.50	474.00	474.50	305	0	450
2018.07.25	11:00:00	475.00	475.00	470.00	473.00	390	0	450
2018.07.25	12:00:00	472.50	473.00	469.50	470.00	399	0	450
2018.07.25	13:00:00	470.50	470.50	465.00	469.00	353	0	431
2018.07.25	14:00:00	469.00	470.00	466.50	467.50	312	0	450
2018.07.25	15:00:00	467.50	470.00	467.00	469.00	136	0	450
2018.07.25	16:00:00	469.50	470.00	466.50	468.50	431	0	440
2018.07.25	17:00:00	469.00	469.50	467.00	468.00	288	0	420
2018.07.25	18:00:00	468.00	468.00	461.50	465.50	463	0	420
2018.07.25	19:00:00	465.50	470.50	464.00	469.00	343	0	420
2018.07.25	20:00:00	469.00	469.50	466.00	467.50	325	0	410
2018.07.25	21:00:00	467.50	468.50	466.50	466.50	180	0	420
2018.07.25	22:00:00	466.50	471.50	466.50	471.50	94	0	450
2018.07.25	23:00:00	471.50	473.00	470.00	473.00	88	0	420
2018.07.26	00:00:00	473.41	474.63	471.50	473.50	281	0	277
2018.07.26	01:00:00	473.50	475.00	471.50	472.00	221	0	450
2018.07.26	02:00:00	472.50	473.50	468.50	469.00	263	0	450
2018.07.26	03:00:00	469.00	474.00	469.00	472.50	288	0	450
2018.07.26	04:00:00	472.00	473.50	471.50	473.50	154	0	450
2018.07.26	05:00:00	473.00	473.50	471.50	472.00	122	0	450
2018.07.26	06:00:00	472.00	473.50	471.50	473.00	122	0	450
2018.07.26	07:00:00	473.50	474.50	473.00	474.50	177	0	450
2018.07.26	08:00:00	474.50	474.50	473.50	474.00	53	0	450
2018.07.26	09:00:00	474.50	482.00	474.00	480.00	158	0	450
2018.07.26	10:00:00	480.50	482.00	475.50	477.50	208	0	450
2018.07.26	11:00:00	477.50	481.00	477.50	478.50	154	0	450
2018.07.26	12:00:00	478.50	480.00	478.50	479.00	91	0	450
2018.07.26	13:00:00	479.50	481.00	478.50	480.00	130	0	450
2018.07.26	14:00:00	480.00	480.00	474.50	475.00	282	0	450
2018.07.26	15:00:00	475.00	475.50	472.00	475.50	211	0	450
2018.07.26	16:00:00	475.00	475.50	473.00	474.00	385	0	450
2018.07.26	17:00:00	474.00	475.00	471.50	475.00	136	0	450
2018.07.26	18:00:00	474.50	475.00	471.50	472.50	119	0	450
2018.07.26	19:00:00	472.50	473.50	471.00	473.50	527	0	440
2018.07.26	20:00:00	473.50	475.00	473.00	474.50	278	0	450
2018.07.26	21:00:00	474.50	475.50	474.00	474.50	828	0	450
2018.07.26	22:00:00	474.50	476.50	474.50	476.00	334	0	470
2018.07.26	23:00:00	475.50	476.50	468.50	469.50	279	0	410
2018.07.27	00:00:00	469.50	469.50	459.00	462.50	405	0	103
2018.07.27	01:00:00	463.00	465.50	459.50	461.00	212	0	450
2018.07.27	02:00:00	460.00	463.00	457.00	459.00	220	0	450
2018.07.27	03:00:00	459.50	461.00	459.00	461.00	167	0	450
2018.07.27	04:00:00	460.50	461.00	459.00	459.50	39	0	500
2018.07.27	05:00:00	459.50	462.50	459.50	460.50	93	0	450
2018.07.27	06:00:00	460.50	463.00	460.00	461.00	201	0	450
2018.07.27	07:00:00	460.00	463.00	460.00	463.00	215	0	450
2018.07.27	08:00:00	462.50	462.50	460.50	461.50	110	0	450
2018.07.27	09:00:00	461.00	461.50	460.00	460.50	204	0	450
2018.07.27	10:00:00	461.00	461.00	455.50	458.00	200	0	450
2018.07.27	11:00:00	458.50	464.00	458.00	462.50	296	0	450
2018.07.27	12:00:00	462.50	463.00	461.50	462.00	178	0	500
2018.07.27	13:00:00	462.00	462.50	460.50	462.00	188	0	450
2018.07.27	14:00:00	461.50	461.50	458.50	459.50	169	0	450
2018.07.27	15:00:00	460.00	460.50	454.00	456.50	328	0	450
2018.07.27	16:00:00	456.50	459.50	454.00	458.50	308	0	450
2018.07.27	17:00:00	459.00	459.00	454.00	454.50	281	0	450
2018.07.27	18:00:00	454.50	465.50	454.00	463.50	660	0	450
2018.07.27	19:00:00	463.50	467.00	463.50	465.00	291	0	450
2018.07.27	20:00:00	464.50	465.50	463.00	464.50	188	0	450
2018.07.27	21:00:00	464.50	467.00	464.50	466.50	156	0	450
2018.07.27	22:00:00	467.00	467.00	464.50	465.00	184	0	450
2018.07.27	23:00:00	465.00	466.50	464.00	465.00	94	0	450
2018.07.30	00:00:00	463.33	463.83	461.50	462.00	169	0	409
2018.07.30	01:00:00	462.50	462.50	461.50	462.50	169	0	450
2018.07.30	02:00:00	462.50	467.50	462.50	463.50	260	0	450
2018.07.30	03:00:00	464.00	464.00	457.00	460.50	458	0	450
2018.07.30	04:00:00	460.50	467.00	460.00	464.50	296	0	450
2018.07.30	05:00:00	464.50	464.50	462.50	463.50	110	0	500
2018.07.30	06:00:00	463.00	464.00	461.00	462.00	226	0	450
2018.07.30	07:00:00	462.50	462.50	460.50	461.50	205	0	450
2018.07.30	08:00:00	461.50	461.50	460.50	461.00	101	0	450
2018.07.30	09:00:00	461.00	461.00	459.00	459.50	248	0	450
2018.07.30	10:00:00	460.50	461.00	459.00	461.00	198	0	450
2018.07.30	11:00:00	460.50	462.50	459.50	460.00	140	0	450
2018.07.30	12:00:00	459.50	460.00	457.00	457.50	145	0	450
2018.07.30	13:00:00	458.00	458.50	457.00	457.50	139	0	450
2018.07.30	14:00:00	457.50	458.74	456.50	458.74	239	0	401
2018.07.30	15:00:00	458.49	459.49	457.74	458.49	147	0	402
2018.07.30	16:00:00	458.24	458.49	456.49	456.99	269	0	401
2018.07.30	17:00:00	457.24	459.99	456.49	459.49	142	0	400
2018.07.30	18:00:00	459.74	459.74	453.74	453.99	149	0	401
2018.07.30	19:00:00	454.24	454.49	451.49	452.74	159	0	401
2018.07.30	20:00:00	452.49	452.99	444.99	446.49	324	0	401
2018.07.30	21:00:00	446.24	447.99	443.99	447.99	364	0	401
2018.07.30	22:00:00	447.74	453.24	447.24	451.49	408	0	401
2018.07.30	23:00:00	451.24	453.24	449.49	451.24	374	0	401
2018.07.31	00:00:00	451.68	451.99	450.74	451.24	152	0	402
2018.07.31	01:00:00	450.99	453.99	450.99	452.99	220	0	402
2018.07.31	02:00:00	453.24	455.99	453.24	454.24	181	0	402
2018.07.31	03:00:00	453.99	454.99	451.74	452.49	238	0	401
2018.07.31	04:00:00	452.74	452.99	450.49	450.99	127	0	401
2018.07.31	05:00:00	451.24	452.24	449.74	449.74	62	0	401
2018.07.31	06:00:00	449.49	449.74	447.99	447.99	100	0	401
2018.07.31	07:00:00	447.74	448.99	446.99	448.49	117	0	401
2018.07.31	08:00:00	448.24	449.74	447.99	448.99	128	0	401
2018.07.31	09:00:00	448.74	449.74	448.49	448.49	180	0	401
2018.07.31	10:00:00	448.24	448.49	446.99	446.99	166	0	401
2018.07.31	11:00:00	446.74	446.99	440.99	443.74	139	0	401
2018.07.31	12:00:00	443.49	445.49	441.49	442.99	368	0	401
2018.07.31	13:00:00	442.74	443.24	431.49	431.49	381	0	401
2018.07.31	14:00:00	431.24	438.49	430.24	435.99	304	0	401
2018.07.31	15:00:00	435.89	436.24	428.49	430.74	942	0	401
2018.07.31	16:00:00	430.99	433.89	427.49	428.79	571	0	401
2018.07.31	17:00:00	428.74	430.24	424.99	428.24	415	0	401
2018.07.31	18:00:00	428.49	428.99	426.24	427.99	618	0	401
2018.07.31	19:00:00	427.74	430.74	426.49	430.49	365	0	401
2018.07.31	20:00:00	430.74	433.74	429.74	431.24	614	0	401
2018.07.31	21:00:00	430.99	431.99	429.49	430.99	207	0	401
2018.07.31	22:00:00	430.74	433.49	430.49	432.74	213	0	401
2018.07.31	23:00:00	432.49	432.74	428.99	430.24	199	0	401
2018.08.01	00:00:00	430.15	430.74	429.24	429.49	157	0	398
2018.08.01	01:00:00	429.24	430.24	428.49	428.74	186	0	402
2018.08.01	02:00:00	428.49	432.24	425.74	429.99	265	0	401
2018.08.01	03:00:00	430.24	432.74	429.24	429.74	222	0	401
2018.08.01	04:00:00	429.49	430.24	413.74	413.74	417	0	401
2018.08.01	05:00:00	413.49	415.74	409.99	414.74	363	0	401
2018.08.01	06:00:00	414.99	416.24	413.99	415.49	156	0	402
2018.08.01	07:00:00	415.24	416.99	413.74	414.24	164	0	402
2018.08.01	08:00:00	414.49	416.24	412.74	415.99	233	0	402
2018.08.01	09:00:00	416.24	420.24	415.99	418.99	115	0	401
2018.08.01	10:00:00	418.74	419.49	417.99	419.24	124	0	401
2018.08.01	11:00:00	419.49	424.99	419.24	423.74	238	0	401
2018.08.01	12:00:00	423.99	424.24	421.49	421.49	162	0	401
2018.08.01	13:00:00	421.74	421.74	418.49	421.24	195	0	401
2018.08.01	14:00:00	420.99	422.49	418.99	421.99	284	0	401
2018.08.01	15:00:00	422.84	423.49	419.99	421.24	438	0	402
2018.08.01	16:00:00	420.99	422.99	420.99	422.49	255	0	401
2018.08.01	17:00:00	422.24	422.99	419.99	419.99	203	0	402
2018.08.01	18:00:00	420.24	421.49	418.99	418.99	127	0	401
2018.08.01	19:00:00	419.24	419.99	416.49	418.49	376	0	402
2018.08.01	20:00:00	418.74	418.74	416.24	416.74	210	0	401
2018.08.01	21:00:00	416.49	417.49	414.74	414.99	199	0	401
2018.08.01	22:00:00	415.24	417.74	414.74	417.74	107	0	402
2018.08.01	23:00:00	417.49	417.54	407.74	407.99	274	0	401
2018.08.02	00:00:00	407.62	409.99	406.74	407.49	233	0	344
2018.08.02	01:00:00	407.24	419.74	405.74	418.49	383	0	401
2018.08.02	02:00:00	418.24	419.49	415.99	417.99	215	0	401
2018.08.02	03:00:00	418.24	421.74	417.99	420.49	239	0	401
2018.08.02	04:00:00	420.74	422.49	419.74	420.24	149	0	401
2018.08.02	05:00:00	420.49	420.49	418.24	418.49	69	0	402
2018.08.02	06:00:00	418.74	419.24	418.24	419.24	62	0	401
2018.08.02	07:00:00	418.99	419.24	416.49	416.49	100	0	402
2018.08.02	08:00:00	416.24	417.49	415.99	416.99	116	0	401
2018.08.02	09:00:00	417.24	418.49	416.74	417.99	143	0	401
2018.08.02	10:00:00	417.74	419.49	417.74	419.24	111	0	402
2018.08.02	11:00:00	418.99	418.99	415.99	415.99	305	0	401
2018.08.02	12:00:00	415.74	416.99	413.24	413.74	205	0	401
2018.08.02	13:00:00	413.49	413.99	410.99	413.24	284	0	401
2018.08.02	14:00:00	412.99	413.49	411.74	412.74	265	0	401
2018.08.02	15:00:00	412.99	413.24	408.74	408.99	320	0	401
2018.08.02	16:00:00	409.24	411.49	406.99	408.24	445	0	401
2018.08.02	17:00:00	407.99	410.74	407.24	410.49	239	0	401
2018.08.02	18:00:00	410.74	411.99	409.24	409.99	185	0	402
2018.08.02	19:00:00	409.74	412.99	405.74	410.74	424	0	401
2018.08.02	20:00:00	410.99	411.24	407.14	407.49	340	0	402
2018.08.02	21:00:00	407.24	407.99	405.49	406.99	378	0	401
2018.08.02	22:00:00	407.24	407.99	406.24	407.24	90	0	402
2018.08.02	23:00:00	406.99	409.99	406.74	408.74	194	0	402
2018.08.03	00:00:00	407.48	408.49	406.99	407.49	105	0	327
2018.08.03	01:00:00	407.99	409.99	407.74	409.49	113	0	401
2018.08.03	02:00:00	409.74	410.49	408.74	408.99	189	0	402
2018.08.03	03:00:00	408.74	408.99	399.49	402.24	403	0	401
2018.08.03	04:00:00	401.99	402.24	396.74	398.99	193	0	402
2018.08.03	05:00:00	398.74	399.49	397.74	399.49	68	0	401
2018.08.03	06:00:00	399.24	399.99	399.24	399.49	80	0	402
2018.08.03	07:00:00	399.24	399.49	395.74	399.24	157	0	401
2018.08.03	08:00:00	399.49	401.49	398.74	400.99	170	0	402
2018.08.03	09:00:00	400.74	402.74	399.74	402.74	99	0	402
2018.08.03	10:00:00	402.49	406.99	400.99	406.99	261	0	401
2018.08.03	11:00:00	406.74	408.49	405.49	406.24	322	0	401
2018.08.03	12:00:00	406.49	406.49	404.49	405.74	217	0	402
2018.08.03	13:00:00	405.99	407.24	405.74	407.24	134	0	402
2018.08.03	14:00:00	406.99	408.49	406.99	408.24	144	0	401
2018.08.03	15:00:00	407.99	411.84	407.24	411.49	175	0	402
2018.08.03	16:00:00	411.74	412.24	409.49	411.74	267	0	402
2018.08.03	17:00:00	411.99	413.24	410.99	411.49	412	0	402
2018.08.03	18:00:00	411.24	412.24	408.49	412.24	233	0	401
2018.08.03	19:00:00	411.99	412.24	410.24	411.74	173	0	402
2018.08.03	20:00:00	411.59	416.99	411.54	416.49	309	0	402
2018.08.03	21:00:00	416.74	417.99	415.24	415.99	231	0	402
2018.08.03	22:00:00	415.74	416.24	410.49	411.74	381	0	401
2018.08.03	23:00:00	411.69	415.49	411.69	413.49	374	0	401
2018.08.06	00:00:00	410.29	410.99	409.49	409.99	73	0	365
2018.08.06	01:00:00	410.24	410.49	407.74	407.74	155	0	402
2018.08.06	02:00:00	407.99	407.99	405.99	406.49	113	0	402
2018.08.06	03:00:00	406.74	408.99	406.49	407.24	206	0	401
2018.08.06	04:00:00	407.49	411.24	407.24	410.24	276	0	401
2018.08.06	05:00:00	409.99	410.99	409.24	409.74	180	0	402
2018.08.06	06:00:00	409.49	410.24	408.49	408.74	205	0	401
2018.08.06	07:00:00	408.99	410.24	408.24	408.24	117	0	401
2018.08.06	08:00:00	408.49	409.74	407.74	408.99	167	0	402
2018.08.06	09:00:00	409.24	409.24	406.99	407.74	198	0	401
2018.08.06	10:00:00	407.99	408.99	405.24	406.99	230	0	401
2018.08.06	11:00:00	406.74	406.99	404.24	405.74	215	0	401
2018.08.06	12:00:00	405.49	406.49	403.99	404.24	141	0	401
2018.08.06	13:00:00	403.99	405.49	403.74	404.74	128	0	401
2018.08.06	14:00:00	404.99	405.99	403.49	405.49	184	0	401
2018.08.06	15:00:00	405.74	405.99	403.44	404.19	169	0	402
2018.08.06	16:00:00	404.24	404.24	401.49	402.49	277	0	401
2018.08.06	17:00:00	402.74	403.74	401.99	403.49	215	0	402
2018.08.06	18:00:00	403.24	405.04	402.99	403.99	259	0	401
2018.08.06	19:00:00	404.24	404.49	402.24	402.74	282	0	401
2018.08.06	20:00:00	403.04	403.99	401.69	401.74	220	0	401
2018.08.06	21:00:00	401.64	402.29	400.99	401.49	397	0	402
2018.08.06	22:00:00	401.74	402.34	401.49	401.99	192	0	402
2018.08.06	23:00:00	402.14	402.14	401.24	401.74	126	0	402
2018.08.07	00:00:00	401.57	408.74	398.99	399.49	205	0	401
2018.08.07	01:00:00	399.74	400.74	398.74	400.49	210	0	402
2018.08.07	02:00:00	400.74	404.99	400.74	402.74	126	0	402
2018.08.07	03:00:00	402.99	404.99	402.99	404.24	155	0	401
2018.08.07	04:00:00	404.49	404.49	400.50	401.99	173	0	401
2018.08.07	05:00:00	402.24	403.99	401.74	402.99	273	0	402
2018.08.07	06:00:00	403.24	403.99	402.74	402.74	131	0	402
2018.08.07	07:00:00	402.99	403.99	402.74	403.49	137	0	402
2018.08.07	08:00:00	403.24	403.74	402.74	402.74	51	0	402
2018.08.07	09:00:00	402.49	403.49	402.49	403.24	16	0	402
2018.08.07	10:00:00	402.99	407.74	402.74	405.99	251	0	401
2018.08.07	11:00:00	406.24	407.49	405.74	407.12	156	0	402
2018.08.07	12:00:00	407.37	408.24	407.24	407.99	61	0	402
2018.08.07	13:00:00	407.74	407.99	406.74	406.99	48	0	401
2018.08.07	14:00:00	407.24	408.24	406.99	407.74	67	0	402
2018.08.07	15:00:00	407.49	408.24	405.99	406.74	268	0	402
2018.08.07	16:00:00	406.49	407.84	405.99	405.99	229	0	401
2018.08.07	17:00:00	405.74	406.74	405.49	405.99	172	0	401
2018.08.07	18:00:00	405.99	407.27	405.74	406.99	337	0	401
2018.08.07	19:00:00	406.74	407.24	405.74	406.49	205	0	400
2018.08.07	20:00:00	406.24	406.49	405.49	406.24	98	0	401
2018.08.07	21:00:00	405.99	405.99	402.24	402.74	118	0	401
2018.08.07	22:00:00	402.24	402.49	391.49	391.99	175	0	401
2018.08.07	23:00:00	391.74	391.99	381.24	382.99	520	0	401
2018.08.08	00:00:00	382.39	382.69	367.49	374.50	422	0	311
2018.08.08	01:00:00	375.74	380.49	374.74	378.49	300	0	401
2018.08.08	02:00:00	378.24	378.49	373.74	375.74	308	0	401
2018.08.08	03:00:00	375.99	375.99	368.49	374.99	420	0	400
2018.08.08	04:00:00	375.24	378.24	374.49	375.49	229	0	400
2018.08.08	05:00:00	375.74	376.49	372.49	375.99	202	0	401
2018.08.08	06:00:00	375.49	376.49	374.24	374.49	142	0	401
2018.08.08	07:00:00	374.24	374.49	367.99	369.50	374	0	401
2018.08.08	08:00:00	369.99	372.74	364.49	370.74	398	0	401
2018.08.08	09:00:00	370.49	371.74	368.24	371.49	261	0	401
2018.08.08	10:00:00	371.24	371.49	365.50	365.99	227	0	402
2018.08.08	11:00:00	366.49	367.49	363.00	367.24	274	0	401
2018.08.08	12:00:00	366.99	367.99	364.50	366.74	232	0	402
2018.08.08	13:00:00	366.49	366.49	363.24	364.99	262	0	401
2018.08.08	14:00:00	364.74	366.99	363.99	366.74	175	0	401
2018.08.08	15:00:00	366.59	366.94	363.99	364.49	370	0	401
2018.08.08	16:00:00	364.74	365.64	362.74	363.49	282	0	402
2018.08.08	17:00:00	363.24	363.24	355.24	362.49	490	0	400
2018.08.08	18:00:00	362.24	367.49	361.19	365.49	477	0	401
2018.08.08	19:00:00	365.59	366.24	345.99	352.99	548	0	401
2018.08.08	20:00:00	353.24	356.49	350.84	353.99	395	0	401
2018.08.08	21:00:00	353.84	356.24	349.24	356.24	705	0	401
2018.08.08	22:00:00	355.74	361.64	355.49	361.24	361	0	400
2018.08.08	23:00:00	360.99	360.99	354.49	355.49	262	0	401
2018.08.09	00:00:00	355.80	356.74	352.24	356.74	234	0	363
2018.08.09	01:00:00	356.49	356.99	348.99	349.49	375	0	401
2018.08.09	02:00:00	349.74	354.49	347.99	353.49	312	0	401
2018.08.09	03:00:00	353.74	356.74	352.99	355.24	282	0	401
2018.08.09	04:00:00	354.99	357.49	354.49	356.99	189	0	401
2018.08.09	05:00:00	356.74	359.24	355.74	357.49	165	0	401
2018.08.09	06:00:00	357.74	358.49	356.24	356.99	99	0	402
2018.08.09	07:00:00	356.74	359.99	356.24	359.99	151	0	401
2018.08.09	08:00:00	359.74	361.99	358.24	359.49	211	0	401
2018.08.09	09:00:00	359.74	360.49	358.49	359.49	159	0	401
2018.08.09	10:00:00	359.74	359.99	356.74	357.99	192	0	401
2018.08.09	11:00:00	357.74	358.74	356.49	358.49	247	0	401
2018.08.09	12:00:00	358.24	358.74	354.49	358.24	167	0	400
2018.08.09	13:00:00	357.99	358.49	356.24	357.74	143	0	401
2018.08.09	14:00:00	357.99	357.99	355.74	355.99	107	0	402
2018.08.09	15:00:00	356.24	356.24	351.49	351.99	322	0	401
2018.08.09	16:00:00	351.84	361.49	348.49	359.49	466	0	401
2018.08.09	17:00:00	359.24	364.24	358.99	363.24	488	0	401
2018.08.09	18:00:00	363.49	366.49	359.74	360.99	358	0	401
2018.08.09	19:00:00	361.19	363.04	360.74	361.49	245	0	401
2018.08.09	20:00:00	361.74	362.14	359.49	361.49	265	0	401
2018.08.09	21:00:00	361.24	361.99	359.49	360.99	265	0	401
2018.08.09	22:00:00	360.74	362.49	360.24	360.49	301	0	401
2018.08.09	23:00:00	360.24	361.79	359.49	361.49	168	0	401
2018.08.10	00:00:00	361.19	368.24	361.19	367.99	383	0	349
2018.08.10	01:00:00	367.74	367.99	366.99	367.24	173	0	401
2018.08.10	02:00:00	366.99	366.99	360.99	361.99	195	0	401
2018.08.10	03:00:00	362.24	363.99	362.24	363.24	252	0	401
2018.08.10	04:00:00	363.49	363.74	359.74	359.99	335	0	401
2018.08.10	05:00:00	360.24	360.49	356.49	357.74	321	0	401
2018.08.10	06:00:00	357.99	358.99	357.74	358.49	121	0	402
2018.08.10	07:00:00	358.24	358.99	355.49	358.99	267	0	401
2018.08.10	08:00:00	358.74	358.99	356.49	357.74	280	0	401
2018.08.10	09:00:00	357.49	360.24	357.49	357.99	216	0	401
2018.08.10	10:00:00	358.24	359.74	356.99	358.99	161	0	401
2018.08.10	11:00:00	359.24	359.49	354.99	356.49	292	0	401
2018.08.10	12:00:00	356.24	356.49	353.99	355.49	312	0	401
2018.08.10	13:00:00	355.24	357.74	355.24	355.49	167	0	401
2018.08.10	14:00:00	355.74	356.99	353.49	355.34	345	0	401
2018.08.10	15:00:00	355.24	361.99	354.49	359.99	529	0	401
2018.08.10	16:00:00	360.24	360.99	358.99	359.99	307	0	402
2018.08.10	17:00:00	359.74	359.99	356.49	356.99	335	0	401
2018.08.10	18:00:00	356.74	358.99	356.04	358.09	357	0	401
2018.08.10	19:00:00	357.99	358.49	354.49	354.99	328	0	402
2018.08.10	20:00:00	354.74	356.74	353.24	354.99	350	0	401
2018.08.10	21:00:00	355.14	355.74	353.49	354.49	321	0	401
2018.08.10	22:00:00	354.24	354.49	352.74	353.99	310	0	401
2018.08.10	23:00:00	353.74	353.74	340.74	341.24	400	0	401
2018.08.13	00:00:00	317.96	318.99	316.49	318.99	158	0	381
2018.08.13	01:00:00	318.74	319.74	316.49	317.49	169	0	401
2018.08.13	02:00:00	317.24	317.49	314.99	315.99	167	0	401
2018.08.13	03:00:00	316.24	317.74	316.24	317.49	161	0	401
2018.08.13	04:00:00	317.74	317.99	316.49	316.99	78	0	401
2018.08.13	05:00:00	316.74	317.24	316.49	317.00	56	0	401
2018.08.13	06:00:00	316.99	318.49	316.74	317.49	110	0	401
2018.08.13	07:00:00	317.74	318.99	315.99	315.99	144	0	401
2018.08.13	08:00:00	316.24	316.49	311.49	312.99	118	0	401
2018.08.13	09:00:00	312.74	317.74	311.99	313.99	275	0	401
2018.08.13	10:00:00	314.24	315.49	313.99	315.49	94	0	402
2018.08.13	11:00:00	315.24	319.99	315.24	316.99	314	0	401
2018.08.13	12:00:00	316.74	318.49	316.49	317.49	171	0	401
2018.08.13	13:00:00	317.24	317.99	316.99	317.99	134	0	401
2018.08.13	14:00:00	317.74	318.24	316.24	316.74	135	0	401
2018.08.13	15:00:00	316.94	317.99	316.69	316.99	99	0	402
2018.08.13	16:00:00	317.24	317.24	314.49	315.49	343	0	401
2018.08.13	17:00:00	315.64	315.99	312.99	313.49	254	0	401
2018.08.13	18:00:00	312.99	313.24	295.99	298.49	406	0	400
2018.08.13	19:00:00	298.49	300.49	289.99	291.99	409	0	401
2018.08.13	20:00:00	291.74	291.99	282.99	286.99	542	0	400
2018.08.13	21:00:00	286.49	289.49	284.99	286.99	221	0	401
2018.08.13	22:00:00	286.74	287.49	282.99	286.99	249	0	401
2018.08.13	23:00:00	286.74	287.99	285.49	286.49	208	0	401
2018.08.14	00:00:00	286.10	286.24	284.49	284.49	111	0	400
2018.08.14	01:00:00	284.99	285.49	278.99	281.49	214	0	401
2018.08.14	02:00:00	281.74	282.99	280.99	281.99	146	0	401
2018.08.14	03:00:00	281.74	281.99	267.99	269.49	321	0	401
2018.08.14	04:00:00	269.24	269.99	254.49	254.74	470	0	401
2018.08.14	05:00:00	254.99	264.74	248.49	260.49	478	0	401
2018.08.14	06:00:00	259.99	266.24	257.74	265.99	371	0	401
2018.08.14	07:00:00	265.74	269.99	264.24	267.49	255	0	401
2018.08.14	08:00:00	267.24	268.24	263.99	264.24	178	0	401
2018.08.14	09:00:00	263.74	263.74	259.74	260.49	238	0	401
2018.08.14	10:00:00	260.49	269.49	259.99	267.99	337	0	400
2018.08.14	11:00:00	267.74	267.99	262.49	262.49	232	0	401
2018.08.14	12:00:00	262.24	264.49	259.24	263.49	178	0	401
2018.08.14	13:00:00	263.99	264.99	260.49	260.99	210	0	401
2018.08.14	14:00:00	261.00	261.49	257.49	258.99	216	0	401
2018.08.14	15:00:00	259.24	265.74	257.99	263.99	271	0	401
2018.08.14	16:00:00	263.49	265.74	261.49	261.99	299	0	401
2018.08.14	17:00:00	261.74	261.99	250.49	251.49	599	0	401
